Q,ID,TOOL,Expected,Predicted,ID/OOD DAIV,Loss DAIV,Loss Selforacle,ASS 1,ASS 2,ID/OOD Human,Misclass Human 1,Misclass Human 2,Misclass Humans,ID/OOD Selforacle 9999
22,sv_59_e5_p3,sv,5,3,id,1778.4705810546900,0.19456121,Digit 9,Digit 5,id,0,1,N/A,id
23,sv_6_e5_p0,sv,5,0,id,1504.1036376953100,0.27440444,Digit 6,Digit 6,id,0,0,no,id
24,sv_60_e5_p4,sv,5,4,id,1958.7174072265600,0.20752506,Digit 5,Digit 5,id,1,1,yes,id
24,sv_61_e5_p7,sv,5,7,id,2083.379150390630,0.15800202,Digit 5,Digit 5,id,1,1,yes,id
25,sv_62_e5_p3,sv,5,3,id,1610.4666748046900,0.21596216,Digit 5,Digit 5,id,1,1,yes,id
25,sv_63_e5_p7,sv,5,7,id,1995.805419921880,0.14808618,Digit 5,Not a digit,?,1,0,N/A,id
26,sv_64_e5_p8,sv,5,8,id,1942.0540771484400,0.21580599,Digit 8,Digit 8,id,0,0,no,id
26,sv_65_e5_p0,sv,5,0,id,1475.5028076171900,0.27077588,Digit 6,Digit 5,id,0,1,N/A,id
27,sv_66_e5_p1,sv,5,1,id,1753.4180908203100,0.1443488,Digit 5,Digit 5,id,1,1,yes,id
27,sv_67_e5_p9,sv,5,9,id,1860.3660888671900,0.26520878,Digit 5,Digit 5,id,1,1,yes,id
28,sv_68_e5_p4,sv,5,4,id,2106.701416015630,0.2164126,Digit 5,Digit 5,id,1,1,yes,id
28,sv_69_e5_p3,sv,5,3,id,1864.357666015630,0.20548509,Digit 9,Digit 5,id,0,1,N/A,id
23,sv_7_e5_p4,sv,5,4,id,2000.60205078125,0.19325243,Digit 5,Digit 5,id,1,1,yes,id
29,sv_70_e5_p3,sv,5,3,id,2005.073486328130,0.22414589,Digit 5,Digit 5,id,1,1,yes,id
29,sv_71_e5_p3,sv,5,3,id,1739.757080078130,0.18910038,Digit 5,Digit 5,id,1,1,yes,id
30,sv_72_e5_p3,sv,5,3,id,2000.2734375,0.16087621,Digit 5,Digit 5,id,1,1,yes,id
30,sv_73_e5_p6,sv,5,6,ood,-3468.033203125,0.25193357,Digit 5,Digit 5,id,1,1,yes,id
31,sv_74_e5_p3,sv,5,3,id,2181.313720703130,0.22258729,Digit 5,Digit 5,id,1,1,yes,id
31,sv_75_e5_p3,sv,5,3,id,765.821533203125,0.16676211,Digit 5,Digit 5,id,1,1,yes,id
32,sv_76_e5_p1,sv,5,1,id,2475.31298828125,0.12293024,Digit 5,Digit 5,id,1,1,yes,id
32,sv_77_e5_p3,sv,5,3,id,1753.4979248046900,0.19805065,Digit 5,Digit 5,id,1,1,yes,id
33,sv_78_e5_p8,sv,5,8,id,2042.9034423828100,0.16355224,Digit 4,Digit 5,id,0,1,N/A,id
33,sv_79_e5_p9,sv,5,9,id,1641.87255859375,0.24178961,Digit 9,Digit 3,id,0,0,no,id
34,sv_8_e5_p4,sv,5,4,id,2008.956787109380,0.20651875,Digit 5,Digit 6,id,1,0,N/A,id
35,sv_80_e5_p2,sv,5,2,id,1989.3983154296900,0.14991456,Digit 5,Digit 5,id,1,1,yes,id
35,sv_81_e5_p3,sv,5,3,id,1392.7989501953100,0.32740086,Digit 9,Digit 5,id,0,1,N/A,id
36,sv_82_e5_p1,sv,5,1,id,2332.5859375,0.14727728,Digit 5,Digit 5,id,1,1,yes,id
36,sv_83_e5_p1,sv,5,1,id,2016.7381591796900,0.10509814,Digit 5,Digit 5,id,1,1,yes,id
37,sv_84_e5_p1,sv,5,1,id,1962.9395751953100,0.15790467,Digit 5,Digit 5,id,1,1,yes,id
37,sv_85_e5_p2,sv,5,2,id,1082.7392578125,0.2239863,Digit 5,Digit 5,id,1,1,yes,id
38,sv_86_e5_p9,sv,5,9,id,2098.277099609380,0.19742852,Digit 5,Digit 5,id,1,1,yes,id
38,sv_87_e5_p3,sv,5,3,id,819.1041870117190,0.18852603,Digit 5,Digit 5,id,1,1,yes,id
39,sv_88_e5_p6,sv,5,6,id,1555.7784423828100,0.20854579,Digit 5,Digit 0,id,1,0,N/A,id
39,sv_89_e5_p9,sv,5,9,id,1973.260498046880,0.21304849,Digit 9,Digit 5,id,0,1,N/A,id
34,sv_9_e5_p1,sv,5,1,id,2301.537841796880,0.13910425,Digit 5,Digit 6,id,1,0,N/A,id
40,sv_90_e5_p3,sv,5,3,id,1923.3572998046900,0.18203722,Digit 5,Digit 5,id,1,1,yes,id
40,sv_91_e5_p0,sv,5,0,id,1729.927734375,0.24117017,Digit 5,Digit 5,id,1,1,yes,id
41,sv_92_e5_p3,sv,5,3,id,1686.044189453130,0.21181338,Digit 5,Digit 5,id,1,1,yes,id
41,sv_93_e5_p3,sv,5,3,id,1446.0577392578100,0.21811496,Digit 5,Digit 5,id,1,1,yes,id
42,sv_94_e5_p3,sv,5,3,id,2152.439208984380,0.15437724,Digit 5,Digit 5,id,1,1,yes,id
42,sv_95_e5_p3,sv,5,3,id,2489.3369140625,0.12775034,Digit 5,Digit 5,id,1,1,yes,id
43,sv_96_e5_p4,sv,5,4,id,729.826416015625,0.20429096,Digit 5,Digit 5,id,1,1,yes,id
43,sv_97_e5_p3,sv,5,3,id,1843.408935546880,0.1874043,Digit 9,Digit 5,id,0,1,N/A,id
44,sv_98_e5_p1,sv,5,1,id,2246.50244140625,0.13244684,Digit 5,Digit 5,id,1,1,yes,id
44,sv_99_e5_p1,sv,5,1,id,2133.1513671875,0.13783552,Digit 4,Digit 5,id,0,1,N/A,id
