Q,ID,TOOL,Expected,Predicted,ID/OOD DAIV,Loss DAIV,Loss Selforacle,ASS 1,ASS 2,ID/OOD Human,Misclass Human 1,Misclass Human 2,Misclass Humans,ID/OOD Selforacle 9999
17,sv_48_e5_p3,sv,5,3,id,9391.76171875,0.4473855,Digit 9,Digit 3,id,0,0,no,id
17,sv_49_e5_p8,sv,5,8,id,9564.2080078125,0.4473681,Digit 3,Digit 3,id,0,0,no,id
12,sv_5_e5_p1,sv,5,1,id,8720.818359375,0.60432076,Digit 1,Digit 5,id,0,1,N/A,id
18,sv_50_e5_p8,sv,5,8,id,10023.1005859375,0.398111,Digit 5,Digit 9,id,1,0,N/A,id
18,sv_51_e5_p0,sv,5,0,id,10372.0322265625,0.31722805,Digit 0,Digit 0,id,0,0,no,id
19,sv_52_e5_p6,sv,5,6,id,11310.0048828125,0.23750913,Not a Street View House Number,Digit 1,?,0,0,no,id
19,sv_53_e5_p8,sv,5,8,id,9092.6474609375,0.53731865,Digit 8,Digit 2,id,0,0,no,id
20,sv_54_e5_p9,sv,5,9,id,10904.5546875,0.2590064,Digit 8,Digit 3,id,0,0,no,id
20,sv_55_e5_p3,sv,5,3,id,10935.298828125,0.33543128,Digit 3,Digit 3,id,0,0,no,id
21,sv_56_e5_p9,sv,5,9,id,10746.6474609375,0.22829512,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
21,sv_57_e5_p8,sv,5,8,id,9126.978515625,0.57159746,Digit 2,Digit 1,id,0,0,no,id
22,sv_58_e5_p1,sv,5,1,id,8534.689453125,0.7280859,Digit 1,Digit 0,id,0,0,no,id
22,sv_59_e5_p3,sv,5,3,id,10534.1494140625,0.31191114,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
23,sv_6_e5_p6,sv,5,6,id,9591.751953125,0.51669735,Digit 0,Not a Street View House Number,?,0,0,no,id
24,sv_60_e5_p1,sv,5,1,id,10621.0009765625,0.3040151,Digit 0,Digit 1,id,0,0,no,id
24,sv_61_e5_p8,sv,5,8,id,10426.36328125,0.33802646,Not a Street View House Number,Digit 1,?,0,0,no,id
25,sv_62_e5_p1,sv,5,1,id,10150.1376953125,0.32551372,Digit 1,Digit 1,id,0,0,no,id
25,sv_63_e5_p2,sv,5,2,id,9448.142578125,0.49536365,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
26,sv_64_e5_p4,sv,5,4,id,10400.1689453125,0.38532943,Digit 8,Digit 8,id,0,0,no,id
26,sv_65_e5_p6,sv,5,6,id,9666.4814453125,0.45532066,Digit 6,Digit 6,id,0,0,no,id
27,sv_66_e5_p9,sv,5,9,id,10400.5849609375,0.37890977,Digit 9,Digit 9,id,0,0,no,id
27,sv_67_e5_p3,sv,5,3,id,8810.259765625,0.5331643,Digit 3,Digit 3,id,0,0,no,id
28,sv_68_e5_p4,sv,5,4,id,10498.1982421875,0.26804098,Digit 5,Digit 9,id,1,0,N/A,id
28,sv_69_e5_p1,sv,5,1,id,8254.478515625,0.7755363,Digit 0,Digit 3,id,0,0,no,id
23,sv_7_e5_p8,sv,5,8,id,9038.29296875,0.5644548,Digit 8,Not a Street View House Number,?,0,0,no,id
29,sv_70_e5_p3,sv,5,3,id,10549.3408203125,0.34705225,Digit 5,Not a Street View House Number,?,1,0,N/A,id
29,sv_71_e5_p1,sv,5,1,id,10709.1708984375,0.390932,Digit 1,Digit 3,id,0,0,no,id
30,sv_72_e5_p3,sv,5,3,id,9331.08203125,0.66094434,Digit 5,Digit 5,id,1,1,yes,id
30,sv_73_e5_p8,sv,5,8,id,9091.0185546875,0.51701003,Digit 5,Digit 2,id,1,0,N/A,id
31,sv_74_e5_p2,sv,5,2,id,10589.04296875,0.29094568,Digit 2,Not a Street View House Number,?,0,0,no,id
31,sv_75_e5_p6,sv,5,6,id,9731.51171875,0.56720316,Digit 8,Not a Street View House Number,?,0,0,no,id
32,sv_76_e5_p3,sv,5,3,id,10254.853515625,0.53985083,Digit 9,Not a Street View House Number,?,0,0,no,id
32,sv_77_e5_p8,sv,5,8,id,10495.0302734375,0.3344024,Digit 8,Not a Street View House Number,?,0,0,no,id
33,sv_78_e5_p7,sv,5,7,id,9029.0244140625,0.6797302,Digit 2,Not a Street View House Number,?,0,0,no,id
33,sv_79_e5_p2,sv,5,2,id,10975.2548828125,0.2105154,Digit 2,Not a Street View House Number,?,0,0,no,id
34,sv_8_e5_p1,sv,5,1,id,10916.7724609375,0.3152332,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
35,sv_80_e5_p6,sv,5,6,id,7916.673828125,1.017526,Digit 5,Digit 6,id,1,0,N/A,id
35,sv_81_e5_p8,sv,5,8,id,8870.41015625,0.56699365,Digit 8,Digit 8,id,0,0,no,id
36,sv_82_e5_p3,sv,5,3,id,10509.6298828125,0.36416495,Digit 3,Digit 0,id,0,0,no,id
36,sv_83_e5_p0,sv,5,0,id,10568.1572265625,0.4459555,Digit 0,Digit 0,id,0,0,no,id
37,sv_84_e5_p1,sv,5,1,id,9318.5185546875,0.60003906,Digit 0,Digit 0,id,0,0,no,id
37,sv_85_e5_p6,sv,5,6,id,9991.7431640625,0.27052027,Digit 6,Digit 6,id,0,0,no,id
38,sv_86_e5_p3,sv,5,3,id,10619.9404296875,0.29549733,Digit 5,Digit 5,id,1,1,yes,id
38,sv_87_e5_p6,sv,5,6,id,9153.373046875,0.5006764,Digit 6,Digit 6,id,0,0,no,id
39,sv_88_e5_p3,sv,5,3,id,9759.29296875,0.40614438,Digit 1,Not a Street View House Number,?,0,0,no,id
39,sv_89_e5_p9,sv,5,9,id,8635.7041015625,0.70300704,Digit 5,Not a Street View House Number,?,1,0,N/A,id
34,sv_9_e5_p1,sv,5,1,id,10572.4658203125,0.41222396,Digit 1,Digit 1,id,0,0,no,id
40,sv_90_e5_p1,sv,5,1,id,9968.7568359375,0.36843598,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
40,sv_91_e5_p8,sv,5,8,id,10115.5595703125,0.41411287,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
41,sv_92_e5_p4,sv,5,4,id,10880.01953125,0.32357,Digit 5,Digit 1,id,1,0,N/A,id
41,sv_93_e5_p4,sv,5,4,id,10863.3173828125,0.35289878,Digit 5,Digit 6,id,1,0,N/A,id
42,sv_94_e5_p6,sv,5,6,id,10739.2890625,0.23932506,Digit 5,Digit 6,id,1,0,N/A,id
42,sv_95_e5_p9,sv,5,9,id,7956.8916015625,0.9817066,Digit 5,Digit 5,id,1,1,yes,id
43,sv_96_e5_p3,sv,5,3,id,7567.00537109375,0.82084763,Digit 5,Digit 5,id,1,1,yes,id
43,sv_97_e5_p8,sv,5,8,id,8916.9453125,0.5721039,Digit 8,Digit 8,id,0,0,no,id
44,sv_98_e5_p6,sv,5,6,id,10489.90234375,0.4408425,Digit 6,Digit 5,id,0,1,N/A,id
44,sv_99_e5_p8,sv,5,8,id,10542.609375,0.3542437,Digit 8,Digit 8,id,0,0,no,id
